"","document.id","styles.id","styles.trim","styles.drivewheels","styles.doors","categories.market","categories.epaclass","categories.vehiclesize","categories.bodytype","categories.vehiclestyle","categories.vehicletype","engine.cylinder","engine.displacement","engine.horsepower","engine.rpm.hp","engine.torque","engine.rpm.tq"
"85",1,"200747326","LT","front wheel drive","4","N/A","Midsize Cars","Midsize","Car","Sedan","Car","4","2499","197","6300","191","4400"
"86",1,"100380630","Work Truck","rear wheel drive","2","Flex Fuel","Standard Pickup Trucks","Large","Truck","Regular Cab Pickup","Truck","6","4293","195","4600","260","2800"
"87",1,"101286102","LS","front wheel drive","4","N/A","Subcompact Cars","Compact","Car","Sedan","Car","4","1796","138","6300","125","3800"
"88",1,"200429482","LS","front wheel drive","4","Hatchback","Subcompact Cars","Compact","Car","4dr Hatchback","Car","4","1796","138","6300","125","3800"
"89",1,"200478071","LT","front wheel drive","4","N/A","Subcompact Cars","Compact","Car","Sedan","Car","4","1796","138","6300","125","3800"
"90",1,"200475684","LS","front wheel drive","4","Hatchback","Subcompact Cars","Compact","Car","4dr Hatchback","Car","4","1249","84","6400","83","4200"
"91",1,"200731220","LS","front wheel drive","4","Hatchback","Subcompact Cars","Compact","Car","4dr Hatchback","Car","4","1399","98","6200","94","4400"
"92",1,"200424007","Base","front wheel drive","4","Hatchback,Hybrid","Compact Cars","Compact","Car","4dr Hatchback","Car","0",NA,"149",NA,"273","0"
"93",1,"200485728","Base","front wheel drive","4","Hatchback,Hybrid","Compact Cars","Compact","Car","4dr Hatchback","Car","0",NA,"149",NA,"273","0"
"94",1,"200704092","Base","front wheel drive","4","Hatchback,Hybrid","Compact Cars","Compact","Car","4dr Hatchback","Car","0",NA,"149",NA,"273","0"
"95",1,"200437793","Touring","front wheel drive","2","Flex Fuel","Compact Cars","Midsize","Car","Convertible","Car","4","2360","173","6000","166","4400"
"96",1,"101068494","Base","front wheel drive","4","N/A","Sport Utility Vehicles","Compact","Car","Wagon","Car","4","2429","150","5100","165","4000"
"97",1,"100804596","Base","front wheel drive","4","Flex Fuel","Midsize Cars","Midsize","Car","Sedan","Car","4","2360","172","6000","165","4400"
