Count of cars.make,,,,
score,cars.make,cars.model,cars.distance,Total
,,,3.097264476,1
0.085758386,,,,17
,honda,,,16
,,civic,,16
,,,0.124886738,1
,,,0.319840353,1
,,,0.665282018,1
,,,0.803252524,1
,,,0.926197176,1
,,,1.481767994,1
,,,1.647834834,1
,,,1.997435638,1
,,,2.368090867,1
,,,2.409990882,1
,,,2.5217772,1
,,,2.755136753,1
,,,2.783504447,1
,,,2.882335594,1
,,,11.13886539,1
,,,11.8869037,1
,toyota,,,1
,,corolla,,1
,,,10.92225764,1
0.085384123,,,,1
,jeep,,,1
,,compass,,1
,,,2.230433849,1
0.08537079,,,,4
,toyota,,,4
,,corolla,,4
,,,1.009553807,1
,,,1.258383241,1
,,,2.204280099,1
,,,2.248363471,1
0.085176991,,,,1
,chevrolet,,,1
,,cruze,,1
,,,1.504310076,1
0.08512554,,,,2
,kia,,,2
,,forte,,2
,,,0.79040393,1
,,,3.176742703,1
0.084875369,,,,1
,audi,,,1
,,q5,,1
,,,0.372276053,1
0.084751869,,,,3
,toyota,,,3
,,sienna,,3
,,,1.844113461,1
,,,2.259728607,1
,,,3.146404922,1
0.084595596,,,,15
,ford,,,12
,,focus,,12
,,,0.603784473,1
,,,0.721758016,1
,,,0.791445986,1
,,,1.021875089,1
,,,1.060202232,1
,,,1.296318221,1
,,,2.261174443,1
,,,2.548727321,1
,,,2.65137982,1
,,,2.759149852,1
,,,2.794345028,1
,,,2.815701904,1
,mercedes-benz,,,3
,,cla-class,,3
,,,2.275907786,1
,,,2.409990882,1
,,,3.089798013,1
0.084544145,,,,8
,ford,,,1
,,focus,,1
,,,9.948222504,1
,mazda,,,7
,,3,,7
,,,0.746763423,1
,,,0.859553253,1
,,,1.975845289,1
,,,2.28196947,1
,,,2.673161,1
,,,3.543089842,1
,,,10.64032032,1
0.084065651,,,,4
,honda,,,4
,,accord,,4
,,,2.288809317,1
,,,2.328350485,1
,,,2.634899243,1
,,,10.48149224,1
0.0840305,,,,2
,toyota,,,2
,,rav4,,2
,,,1.107122958,1
,,,1.426505029,1
0.08396275,,,,2
,chevrolet,,,2
,,sonic,,2
,,,2.103198293,1
,,,4.834474539,1
0.082821278,,,,1
,nissan,,,1
,,rogue,,1
,,,2.993146229,1
0.082747841,,,,2
,mazda,,,2
,,3,,2
,,,2.173926748,1
,,,2.230433849,1
0.082331872,,,,3
,toyota,,,3
,,sienna,,3
,,,3.461378973,1
,,,4.38615135,2
0.082252086,,,,2
,ford,,,2
,,escape,,2
,,,1.112579573,1
,,,2.934839771,1
0.082218563,,,,1
,nissan,,,1
,,sentra,,1
,,,1.750930478,1
0.082213422,,,,2
,honda,,,2
,,cr-v,,2
,,,1.764606514,1
,,,3.192475037,1
0.082202812,,,,1
,honda,,,1
,,odyssey,,1
,,,2.230433849,1
0.081637168,,,,1
,chevrolet,,,1
,,cruze-limited,,1
,,,3.395367897,1
0.081632027,,,,2
,honda,,,2
,,cr-v,,2
,,,1.347817896,1
,,,1.374646811,1
0.081628098,,,,1
,nissan,,,1
,,sentra,,1
,,,1.233107295,1
0.081494821,,,,2
,honda,,,2
,,accord,,2
,,,1.184382922,1
,,,1.681576618,1
0.081425608,,,,1
,ford,,,1
,,escape,,1
,,,0.733507222,1
0.081382652,,,,1
,dodge,,,1
,,grand-caravan,,1
,,,2.323335478,1
0.08119812,,,,1
,mazda,,,1
,,3,,1
,,,2.230433849,1
0.081004322,,,,4
,ford,,,4
,,focus,,4
,,,1.817009773,1
,,,2.259728607,1
,,,2.667642235,1
,,,2.727004758,1
0.080861974,,,,2
,subaru,,,2
,,impreza,,2
,,,0.458326317,1
,,,2.219879276,1
0.080404581,,,,1
,mitsubishi,,,1
,,outlander,,1
,,,1.94933622,1
0.080307959,,,,1
,dodge,,,1
,,caravan,,1
,,,2.323335478,1
0.080280579,,,,3
,volkswagen,,,3
,,jetta,,3
,,,0.912977106,1
,,,2.230725002,1
,,,4.377304012,1
0.080263151,,,,1
,jeep,,,1
,,compass,,1
,,,0.770770895,1
0.080254247,,,,2
,subaru,,,2
,,forester,,2
,,,1.174344025,1
,,,2.845861018,1
0.079841531,,,,1
,kia,,,1
,,forte,,1
,,,3.554564573,1
0.079699184,,,,11
,mazda,,,1
,,6,,1
,,,11.70092793,1
,toyota,,,10
,,camry,,10
,,,1.407647474,1
,,,1.506224235,1
,,,1.921973418,1
,,,2.027731393,1
,,,2.056631931,1
,,,2.548727321,1
,,,2.619445874,1
,,,3.733468939,1
,,,9.304309913,1
,,,10.00780155,1
0.079543625,,,,1
,subaru,,,1
,,forester,,1
,,,2.210526279,1
0.079505385,,,,2
,mercedes-benz,,,2
,,c-class,,2
,,,1.197404672,1
,,,1.785923753,1
0.079281455,,,,2
,nissan,,,2
,,rogue,,2
,,,1.877356632,1
,,,1.906878695,1
0.078699142,,,,1
,ford,,,1
,,escape,,1
,,,11.13747309,1
0.07867874,,,,3
,nissan,,,3
,,sentra,,3
,,,0.660317415,1
,,,1.817951098,1
,,,2.52448513,1
0.078662989,,,,3
,honda,,,3
,,odyssey,,3
,,,2.230433849,1
,,,9.889435478,1
,,,10.42723076,1
0.078648442,,,,1
,scion,,,1
,,tc,,1
,,,0.869144628,1
0.078638871,,,,1
,kia,,,1
,,sorento,,1
,,,2.230433849,1
0.078381289,,,,1
,mitsubishi,,,1
,,lancer,,1
,,,1.315215603,1
0.078342594,,,,1
,chevrolet,,,1
,,malibu,,1
,,,1.209151629,1
0.078248142,,,,2
,jeep,,,2
,,cherokee,,2
,,,1.215244653,1
,,,1.291170624,1
0.078229834,,,,1
,hyundai,,,1
,,santa-fe-sport,,1
,,,2.510130753,1
0.078195022,,,,4
,honda,,,4
,,cr-v,,4
,,,0.714815236,1
,,,1.599719925,1
,,,1.715115229,1
,,,1.839710866,1
0.077903547,,,,5
,hyundai,,,3
,,sonata,,3
,,,1.681576618,1
,,,3.416947978,1
,,,10.56188094,1
,kia,,,2
,,optima,,2
,,,0.943112462,1
,,,3.158686317,1
0.077753889,,,,1
,toyota,,,1
,,highlander,,1
,,,3.783411538,1
0.077713594,,,,2
,hyundai,,,2
,,tucson,,2
,,,1.074848936,1
,,,2.548727321,1
0.077677068,,,,4
,audi,,,4
,,a4,,4
,,,1.552578158,1
,,,2.231267967,1
,,,2.514596878,1
,,,11.02898631,1
0.077550974,,,,2
,volkswagen,,,2
,,jetta,,2
,,,1.179937318,1
,,,1.882264244,1
0.077322151,,,,36
,acura,,,3
,,ilx,,3
,,,1.97881585,1
,,,2.434001224,1
,,,4.38615135,1
,audi,,,33
,,a3,,33
,,,0.131630553,1
,,,0.809383531,2
,,,1.075946758,1
,,,1.182072783,1
,,,1.184382922,2
,,,1.352414155,1
,,,1.374646811,1
,,,1.37783335,1
,,,1.439793354,1
,,,1.480999549,1
,,,1.526813946,1
,,,1.599719925,1
,,,1.647834834,1
,,,1.707675984,1
,,,1.72755935,1
,,,1.958989289,1
,,,1.992904346,1
,,,2.160716386,2
,,,2.259728607,1
,,,2.40209978,1
,,,2.409239863,1
,,,2.409990882,2
,,,2.548727321,1
,,,2.693262671,1
,,,3.067482871,1
,,,3.640403956,1
,,,9.589594224,1
,,,10.03942731,1
,,,10.05735776,1
0.077128611,,,,2
,ford,,,2
,,transit-connect,,2
,,,0.551990859,1
,,,2.81611413,1
0.076907305,,,,1
,hyundai,,,1
,,santa-fe,,1
,,,2.812017966,1
0.076905933,,,,1
,ram,,,1
,,cv-tradesman,,1
,,,9.305558144,1
0.076776789,,,,2
,chrysler,,,2
,,town-and-country,,2
,,,2.288855435,1
,,,4.274334091,1
0.076740756,,,,5
,volkswagen,,,5
,,jetta,,4
,,,0.369793891,1
,,,0.711573046,1
,,,1.059747543,1
,,,2.619836035,1
,,passat,,1
,,,10.97106561,1
0.076724079,,,,1
,kia,,,1
,,sportage,,1
,,,0.510120562,1
0.076495507,,,,2
,nissan,,,2
,,altima,,2
,,,1.615233345,1
,,,8.820333588,1
0.076389435,,,,2
,volvo,,,2
,,s40,,2
,,,1.180911857,1
,,,1.207296078,1
0.076301708,,,,1
,suzuki,,,1
,,sx4,,1
,,,2.82376291,1
0.07628149,,,,1
,dodge,,,1
,,grand-caravan,,1
,,,2.33461889,1
0.076068464,,,,1
,chevrolet,,,1
,,malibu-hybrid,,1
,,,1.817009773,1
0.07586266,,,,1
,kia,,,1
,,spectra,,1
,,,0.300401574,1
0.075749618,,,,1
,land-rover,,,1
,,range-rover-sport,,1
,,,3.023064295,1
0.075549669,,,,1
,mercedes-benz,,,1
,,c-class,,1
,,,1.630605437,1
0.075491081,,,,2
,chevrolet,,,2
,,equinox,,2
,,,2.170307756,1
,,,3.947366737,1
0.075384167,,,,4
,bmw,,,4
,,3-series,,4
,,,0.640539151,1
,,,0.689476529,1
,,,1.498381027,1
,,,2.511188476,1
0.074802771,,,,1
,chevrolet,,,1
,,malibu-limited,,1
,,,2.171560071,1
0.074690799,,,,1
,mitsubishi,,,1
,,lancer,,1
,,,2.655823692,1
0.074655199,,,,4
,honda,,,4
,,cr-v,,4
,,,1.413381903,1
,,,1.501129534,1
,,,1.505922257,1
,,,3.148139046,1
0.074363724,,,,1
,kia,,,1
,,optima,,1
,,,2.548727321,1
0.074339712,,,,3
,nissan,,,3
,,rogue,,3
,,,1.789670081,1
,,,2.409990882,1
,,,2.919712188,1
0.074221376,,,,1
,audi,,,1
,,a4,,1
,,,2.176093026,1
0.074106067,,,,1
,land-rover,,,1
,,range-rover-evoque,,1
,,,3.023064295,1
0.073924676,,,,1
,lexus,,,1
,,rc-200t,,1
,,,3.44754095,1
0.073782328,,,,10
,audi,,,10
,,a3,,9
,,,0.129217688,1
,,,0.870290089,1
,,,1.364909228,1
,,,1.445408623,1
,,,1.659076618,1
,,,2.04656818,1
,,,2.259728607,1
,,,2.915980077,1
,,,11.05387882,1
,,s3,,1
,,,3.195691635,1
0.073781244,,,,1
,mercedes-benz,,,1
,,e-class,,1
,,,0.859814436,1
0.073720101,,,,2
,toyota,,,2
,,highlander,,2
,,,1.046591246,1
,,,1.092029402,1
0.073557852,,,,2
,mercedes-benz,,,2
,,c-class,,2
,,,2.312214146,1
,,,2.740387697,1
0.07354791,,,,1
,toyota,,,1
,,highlander,,1
,,,3.56641075,1
0.073200933,,,,5
,audi,,,3
,,a4,,3
,,,1.071802318,1
,,,2.409990882,1
,,,2.79937913,1
,volkswagen,,,2
,,jetta,,2
,,,9.056661856,1
,,,11.49171699,1
0.072915526,,,,1
,mazda,,,1
,,mpv,,1
,,,2.259728607,1
0.072708978,,,,3
,subaru,,,3
,,outback,,3
,,,1.123152783,1
,,,1.812976345,1
,,,2.679675459,1
0.072418308,,,,1
,nissan,,,1
,,quest,,1
,,,3.49978421,1
0.072038142,,,,2
,bmw,,,2
,,3-series,,2
,,,1.649929292,1
,,,2.409990882,1
0.071912549,,,,3
,toyota,,,3
,,camry,,3
,,,1.184382922,1
,,,2.292925229,1
,,,10.63966347,1
0.071844344,,,,7
,bmw,,,7
,,4-series,,6
,,,0.689476529,1
,,,1.590958258,1
,,,2.186909247,1
,,,2.379333302,1
,,,2.40209978,1
,,,2.720795806,1
,,4-series-gran-coupe,,1
,,,1.553557949,1
0.071772925,,,,1
,kia,,,1
,,sedona,,1
,,,2.564084945,1
0.071481866,,,,1
,jeep,,,1
,,grand-cherokee,,1
,,,2.259728607,1
0.071262948,,,,1
,scion,,,1
,,tc,,1
,,,10.80380558,1
0.071211498,,,,1
,mercedes-benz,,,1
,,c-class,,1
,,,2.057586088,1
0.070823901,,,,1
,volkswagen,,,1
,,jetta,,1
,,,1.809343696,1
0.070794566,,,,1
,mazda,,,1
,,cx-9,,1
,,,0.753629103,1
0.070716077,,,,4
,audi,,,4
,,q5,,4
,,,1.444272122,1
,,,2.525485096,1
,,,3.008554751,1
,,,3.650317754,1
0.070681553,,,,3
,honda,,,3
,,accord,,3
,,,2.547710535,1
,,,3.088743603,1
,,,9.956804646,1
0.070674243,,,,1
,toyota,,,1
,,highlander,,1
,,,1.860902953,1
0.070384853,,,,2
,lexus,,,2
,,is-250,,2
,,,1.524690154,1
,,,2.126882936,1
0.070104224,,,,1
,gmc,,,1
,,savana,,1
,,,1.638463086,1
0.069883918,,,,4
,bmw,,,4
,,5-series,,4
,,,0.415434926,1
,,,1.822542038,1
,,,2.399759983,1
,,,3.182766445,1
0.06966111,,,,2
,volkswagen,,,2
,,passat,,2
,,,1.992155738,1
,,,2.26510751,1
0.068713604,,,,2
,volkswagen,,,2
,,tiguan,,2
,,,1.95902373,1
,,,2.514466873,1
0.068618021,,,,1
,dodge,,,1
,,journey,,1
,,,2.605857576,1
0.068454483,,,,1
,gmc,,,1
,,terrain,,1
,,,2.170764456,1
0.068453899,,,,1
,toyota,,,1
,,venza,,1
,,,1.219464147,1
0.068426938,,,,1
,toyota,,,1
,,4runner,,1
,,,2.235479819,1
0.068295292,,,,1
,gmc,,,1
,,acadia,,1
,,,11.62040439,1
0.068233223,,,,1
,toyota,,,1
,,4runner,,1
,,,2.510796643,1
0.068059271,,,,2
,mazda,,,2
,,6,,2
,,,2.240153859,1
,,,2.627079875,1
0.067529327,,,,2
,ford,,,2
,,fusion,,2
,,,2.341973966,1
,,,3.027074383,1
0.067386979,,,,1
,bmw,,,1
,,5-series,,1
,,,1.984532089,1
0.067284078,,,,2
,volkswagen,,,2
,,cc,,1
,,,3.314278799,1
,,jetta,,1
,,,0.984449277,1
0.067230337,,,,1
,lexus,,,1
,,rx-350,,1
,,,2.230790683,1
0.06714173,,,,6
,ford,,,1
,,ranger,,1
,,,1.184382922,1
,honda,,,5
,,accord,,5
,,,1.759434848,1
,,,1.963959877,1
,,,2.290098579,1
,,,2.415745677,1
,,,2.43940469,1
0.066947932,,,,2
,ford,,,2
,,mustang,,2
,,,1.958052629,1
,,,3.427629833,1
0.066896481,,,,1
,buick,,,1
,,verano,,1
,,,1.351282215,1
0.066702682,,,,4
,toyota,,,4
,,camry,,4
,,,0.655784907,1
,,,0.890944668,1
,,,1.794437368,1
,,,2.885032754,1
0.066555898,,,,1
,lexus,,,1
,,is-250,,1
,,,0.909551652,1
0.066082373,,,,1
,lexus,,,1
,,is-250-c,,1
,,,2.240153859,1
0.065959426,,,,1
,ford,,,1
,,freestyle,,1
,,,1.237497383,1
0.065927489,,,,1
,chrysler,,,1
,,sebring,,1
,,,2.409990882,1
0.065682239,,,,3
,subaru,,,3
,,impreza,,3
,,,1.649929292,1
,,,2.259728607,1
,,,2.363039396,1
0.065539892,,,,8
,acura,,,1
,,tsx,,1
,,,2.593067953,1
,mazda,,,1
,,5,,1
,,,1.581811676,1
,toyota,,,6
,,camry,,2
,,,1.652854626,1
,,,2.815701904,1
,,tacoma,,4
,,,0.042054543,1
,,,0.335817964,1
,,,2.665639792,1
,,,3.668026509,1
0.065185734,,,,1
,ford,,,1
,,edge,,1
,,,2.548727321,1
0.065078531,,,,1
,nissan,,,1
,,murano,,1
,,,1.40268998,1
0.064561662,,,,4
,audi,,,4
,,a4,,4
,,,1.644295681,1
,,,2.333754088,1
,,,2.593067953,1
,,,2.802318309,1
0.064519448,,,,1
,subaru,,,1
,,legacy,,1
,,,2.510796643,1
0.06440222,,,,1
,jeep,,,1
,,grand-cherokee,,1
,,,1.745721107,1
0.064391435,,,,1
,mazda,,,1
,,mazdaspeed-3,,1
,,,0.487159451,1
0.064361091,,,,1
,infiniti,,,1
,,qx50,,1
,,,2.512321189,1
0.064349268,,,,1
,dodge,,,1
,,durango,,1
,,,2.14264158,1
0.064001791,,,,2
,infiniti,,,2
,,q50,,2
,,,2.480194549,1
,,,3.330000787,1
0.063601907,,,,7
,ford,,,7
,,ranger,,7
,,,0.200206751,1
,,,1.233107295,1
,,,1.235678952,1
,,,1.609922468,1
,,,2.35490186,1
,,,2.409990882,1
,,,10.27756619,1
0.063442753,,,,3
,porsche,,,3
,,boxster,,3
,,,1.000216205,1
,,,2.769435351,1
,,,2.99179736,1
0.063132098,,,,1
,mercedes-benz,,,1
,,e-class,,1
,,,2.135142404,1
0.063080693,,,,1
,jeep,,,1
,,liberty,,1
,,,0.452478906,1
0.063001415,,,,5
,ford,,,5
,,explorer,,5
,,,1.184382922,1
,,,1.780809278,1
,,,1.992905659,1
,,,2.644381671,1
,,,2.85465281,1
0.062981347,,,,1
,infiniti,,,1
,,g37-sedan,,1
,,,1.289619345,1
0.062826713,,,,1
,honda,,,1
,,accord,,1
,,,0.599234878,1
0.062529346,,,,1
,subaru,,,1
,,legacy,,1
,,,2.547594365,1
0.06244325,,,,1
,subaru,,,1
,,impreza,,1
,,,2.445236789,1
0.062163485,,,,1
,acura,,,1
,,rdx,,1
,,,1.684179029,1
0.062000069,,,,5
,acura,,,1
,,tsx,,1
,,,2.981318413,1
,toyota,,,4
,,tacoma,,4
,,,1.84265858,1
,,,1.919262355,1
,,,2.238465556,1
,,,11.34233539,1
0.061909172,,,,2
,chevrolet,,,2
,,malibu,,2
,,,1.339762318,1
,,,2.993146229,1
0.06188259,,,,1
,mercedes-benz,,,1
,,m-class,,1
,,,1.930654356,1
0.061680639,,,,1
,jeep,,,1
,,grand-cherokee,,1
,,,2.58020062,1
0.061663923,,,,2
,mazda,,,2
,,6,,2
,,,1.184382922,1
,,,10.67963237,1
0.061633958,,,,2
,volkswagen,,,2
,,tiguan,,2
,,,2.078785849,1
,,,2.561319996,1
0.061577758,,,,1
,mercedes-benz,,,1
,,gla-class,,1
,,,2.409990882,1
0.061315771,,,,1
,ford,,,1
,,mustang,,1
,,,10.15537197,1
0.061224875,,,,1
,volvo,,,1
,,s60,,1
,,,1.673947249,1
0.060955098,,,,1
,volvo,,,1
,,s60,,1
,,,1.278135389,1
0.060862397,,,,2
,jeep,,,2
,,grand-cherokee,,2
,,,1.494845261,1
,,,2.056631931,1
0.060858764,,,,1
,volkswagen,,,1
,,tiguan,,1
,,,1.204092427,1
0.060792903,,,,1
,gmc,,,1
,,yukon-xl,,1
,,,3.410410236,1
0.06077684,,,,4
,bmw,,,4
,,3-series,,4
,,,0.415101698,1
,,,1.992904346,1
,,,2.165172625,1
,,,11.21095791,1
0.060643479,,,,1
,audi,,,1
,,a5,,1
,,,2.90546147,1
0.060632536,,,,1
,ford,,,1
,,flex,,1
,,,2.571632119,1
0.060620871,,,,1
,ford,,,1
,,fusion,,1
,,,1.986408554,1
0.060464228,,,,1
,lexus,,,1
,,gx-460,,1
,,,1.217796825,1
0.060281586,,,,1
,infiniti,,,1
,,fx35,,1
,,,1.870618734,1
0.060204432,,,,2
,volkswagen,,,2
,,jetta,,2
,,,0.557088026,1
,,,9.859702036,1
0.060062084,,,,1
,audi,,,1
,,a4,,1
,,,2.52533296,1
0.059977953,,,,1
,audi,,,1
,,s4,,1
,,,2.583745776,1
0.059625213,,,,1
,acura,,,1
,,mdx,,1
,,,1.478519042,1
0.059623036,,,,1
,infiniti,,,1
,,g37-coupe,,1
,,,2.160527867,1
0.05939856,,,,1
,mercedes-benz,,,1
,,c-class,,1
,,,1.992653835,1
0.059139985,,,,1
,nissan,,,1
,,xterra,,1
,,,2.880933231,1
0.058817165,,,,1
,mercedes-benz,,,1
,,c-class,,1
,,,1.957855798,1
0.058580652,,,,1
,mercedes-benz,,,1
,,clk-class,,1
,,,9.513722675,1
0.058577315,,,,1
,porsche,,,1
,,panamera,,1
,,,3.023064295,1
0.058460246,,,,3
,toyota,,,3
,,tacoma,,3
,,,1.257704166,1
,,,1.766218079,1
,,,2.35751968,1
0.058419542,,,,1
,acura,,,1
,,mdx,,1
,,,1.703836622,1
0.058408795,,,,1
,volvo,,,1
,,s40,,1
,,,1.15048892,1
0.058140816,,,,1
,jeep,,,1
,,grand-cherokee,,1
,,,2.223767517,1
0.05813565,,,,1
,acura,,,1
,,tsx-sport-wagon,,1
,,,9.931760151,1
0.058125564,,,,1
,volvo,,,1
,,s80,,1
,,,3.120673041,1
0.058079967,,,,1
,mitsubishi,,,1
,,eclipse,,1
,,,1.933769529,1
0.058021198,,,,5
,bmw,,,5
,,1-series,,5
,,,0.414609913,1
,,,1.179937318,1
,,,1.336036824,1
,,,2.355891609,1
,,,2.593067953,1
0.05800829,,,,1
,porsche,,,1
,,macan,,1
,,,1.233107295,1
0.057762077,,,,1
,bmw,,,1
,,3-series,,1
,,,2.135142404,1
0.05774822,,,,2
,bmw,,,2
,,x1,,2
,,,1.751103098,1
,,,2.05939375,1
0.056977691,,,,1
,volvo,,,1
,,xc70,,1
,,,1.559851969,1
0.056943585,,,,1
,lexus,,,1
,,es-330,,1
,,,1.69452608,1
0.056938784,,,,1
,acura,,,1
,,rlx,,1
,,,2.434001224,1
0.056772357,,,,1
,mercedes-benz,,,1
,,glk-class,,1
,,,2.564184126,1
0.056664609,,,,1
,hyundai,,,1
,,sonata,,1
,,,2.323335478,1
0.056637168,,,,4
,bmw,,,4
,,3-series,,4
,,,0.396087573,1
,,,1.725721099,1
,,,2.290098579,1
,,,2.993146229,1
0.056556785,,,,1
,audi,,,1
,,sq5,,1
,,,2.333754088,1
0.056083213,,,,19
,bmw,,,19
,,3-series,,19
,,,0.391980425,1
,,,0.727671696,1
,,,1.029253957,1
,,,1.564342631,1
,,,1.67432646,1
,,,1.789670081,1
,,,1.850607677,1
,,,2.241612735,1
,,,2.248912705,1
,,,2.342986831,1
,,,2.381852477,1
,,,2.538908378,1
,,,2.584154313,1
,,,2.632357795,1
,,,2.744770839,1
,,,3.039051469,1
,,,3.052460856,1
,,,4.391910253,1
,,,12.23828139,1
0.055837964,,,,1
,bmw,,,1
,,3-series,,1
,,,1.926751703,1
0.055724626,,,,1
,bmw,,,1
,,5-series,,1
,,,2.166000729,1
0.05560472,,,,2
,acura,,,1
,,tsx,,1
,,,3.015560402,1
,mercury,,,1
,,milan,,1
,,,2.263137287,1
0.055600162,,,,1
,nissan,,,1
,,xterra,,1
,,,1.876759553,1
0.055428259,,,,1
,mercedes-benz,,,1
,,clk-class,,1
,,,1.195796973,1
0.055384339,,,,1
,bmw,,,1
,,x3,,1
,,,11.16165467,1
0.055308019,,,,1
,chrysler,,,1
,,200,,1
,,,11.18082211,1
0.055221765,,,,1
,ford,,,1
,,expedition,,1
,,,3.007743612,1
0.054920423,,,,2
,toyota,,,2
,,tacoma,,2
,,,2.114746298,1
,,,10.48149224,1
0.053563833,,,,1
,audi,,,1
,,s5,,1
,,,2.617364295,1
0.05341171,,,,2
,jeep,,,2
,,wrangler,,2
,,,0.336647939,1
,,,2.744376586,1
0.053097345,,,,1
,bmw,,,1
,,x1,,1
,,,0.954304752,1
0.052895508,,,,1
,volvo,,,1
,,c70,,1
,,,2.137732945,1
0.052851422,,,,1
,bmw,,,1
,,x5,,1
,,,1.817009773,1
0.052284315,,,,2
,porsche,,,2
,,cayenne,,2
,,,1.099145833,1
,,,2.230433849,1
0.051939553,,,,1
,bmw,,,1
,,5-series,,1
,,,1.763953359,1
0.051823781,,,,1
,subaru,,,1
,,impreza,,1
,,,2.795822395,1
0.051588451,,,,1
,nissan,,,1
,,frontier,,1
,,,2.935628615,1
0.051162791,,,,1
,ford,,,1
,,econoline-cargo,,1
,,,2.493433758,1
0.050854872,,,,1
,porsche,,,1
,,911,,1
,,,3.071800311,1
0.050463058,,,,2
,volvo,,,2
,,s60,,2
,,,2.657095446,1
,,,11.85085579,1
0.05,,,,1
,ford,,,1
,,e-series-van,,1
,,,1.867057598,1
0.049687864,,,,4
,chevrolet,,,4
,,colorado,,4
,,,0.797510697,1
,,,1.819549556,1
,,,1.876759553,1
,,,10.71841477,1
0.049661283,,,,1
,land-rover,,,1
,,range-rover-sport,,1
,,,2.409990882,1
0.049557522,,,,1
,audi,,,1
,,s3,,1
,,,2.259728607,1
0.049106469,,,,1
,acura,,,1
,,tl,,1
,,,1.004795358,1
0.048525074,,,,2
,lincoln,,,1
,,mkz,,1
,,,3.539069248,1
,nissan,,,1
,,maxima,,1
,,,2.323335478,1
0.047607532,,,,1
,toyota,,,1
,,tacoma,,1
,,,3.389814344,1
0.047504631,,,,1
,cadillac,,,1
,,xts,,1
,,,3.421720952,1
0.047168485,,,,1
,toyota,,,1
,,tacoma,,1
,,,2.030966258,1
0.047081555,,,,1
,volvo,,,1
,,c70,,1
,,,1.452274287,1
0.047065583,,,,2
,mercedes-benz,,,2
,,e-class,,2
,,,3.407863353,1
,,,3.513106189,1
0.046535638,,,,1
,acura,,,1
,,rdx,,1
,,,1.297175375,1
0.046448875,,,,1
,bmw,,,1
,,m4,,1
,,,2.259728607,1
0.046324245,,,,1
,infiniti,,,1
,,fx45,,1
,,,2.76892428,1
0.046017699,,,,4
,ford,,,4
,,fusion,,4
,,,2.152894008,1
,,,3.182766445,2
,,,9.524177097,1
0.04360208,,,,1
,land-rover,,,1
,,range-rover-sport,,1
,,,2.573340856,1
0.040063091,,,,1
,land-rover,,,1
,,range-rover,,1
,,,1.647005534,1
0.038938053,,,,1
,infiniti,,,1
,,q50,,1
,,,2.178516895,1
0.038487,,,,1
,gmc,,,1
,,sierra-1500,,1
,,,2.322472662,1
0.036936612,,,,1
,ford,,,1
,,f-150-heritage,,1
,,,1.715115229,1
0.036574757,,,,1
,audi,,,1
,,s4,,1
,,,1.488412685,1
0.03539823,,,,1
,bmw,,,1
,,x4,,1
,,,2.039291896,1
0.035334774,,,,1
,dodge,,,1
,,ram-pickup-1500,,1
,,,2.278025965,1
0.034611031,,,,1
,ford,,,1
,,f-150,,1
,,,2.259728607,1
0.034171983,,,,1
,chevrolet,,,1
,,silverado-1500,,1
,,,2.901846527,1
0.033792372,,,,2
,honda,,,2
,,ridgeline,,2
,,,0.443096181,1
,,,1.431939217,1
0.03369349,,,,1
,toyota,,,1
,,tundra,,1
,,,3.515908577,1
0.032866845,,,,1
,honda,,,1
,,ridgeline,,1
,,,3.87640724,1
0.032091651,,,,1
,chevrolet,,,1
,,avalanche,,1
,,,2.790322546,1
0.031949304,,,,1
,toyota,,,1
,,tundra,,1
,,,1.858752559,1
0.031858407,,,,4
,toyota,,,4
,,sienna,,4
,,,2.99179736,1
,,,3.692023388,1
,,,11.02899452,2
0.031458805,,,,2
,dodge,,,2
,,ram-pickup-1500,,2
,,,2.006418518,1
,,,2.557807771,1
0.031419359,,,,1
,ford,,,1
,,f-150,,1
,,,10.96638646,1
0.03087741,,,,1
,ford,,,1
,,f-150,,1
,,,0.141978417,1
0.029538538,,,,1
,dodge,,,1
,,ram-pickup-1500,,1
,,,1.980680544,1
0.027906977,,,,4
,toyota,,,4
,,prius-plug-in,,4
,,,1.681626046,1
,,,1.708355227,1
,,,1.922286798,1
,,,11.48143275,1
0.026613844,,,,1
,dodge,,,1
,,dakota,,1
,,,0.984449277,1
0.024418605,,,,5
,chevrolet,,,5
,,volt,,5
,,,1.148887055,1
,,,1.838521363,1
,,,2.027396071,1
,,,2.259728607,1
,,,3.331236588,1
0.021238938,,,,1
,ford,,,1
,,explorer-sport-trac,,1
,,,3.626771923,1
0.019973246,,,,1
,nissan,,,1
,,titan,,1
,,,3.524797776,1
0.008308222,,,,3
,ford,,,3
,,c-max-energi,,3
,,,2.599220099,1
,,,2.692298936,2
0,,,,2
,ford,,,2
,,fusion-energi,,2
,,,1.728505645,1
,,,11.84521295,1
