"","styles.id","Curb Weight","Epa City Mpg","Epa Combined Mpg","Epa Interior Volume","Max Cargo Capacity","Total Number Of Speakers"
"406",200440780,"2512","28","31","84.9","30.2","6"
"407",200441356,"4317","17","19",NA,"100.7","6"
"408",200441423,"3165",NA,NA,"115.3",NA,"6"
"409",200442029,"3281","18","21","111.6","42.8","10"
"410",200442448,"2315","30","32","99.7",NA,"6"
"411",200442558,"2740","28","31","107.1",NA,NA
"412",200443799,"3461","21","24","101.0",NA,"8"
"413",200443872,"2578","28","31","97.9",NA,"6"
"414",200444383,"3190","25","28","118.1",NA,"6"
"415",200444458,"3525","40","40","115.8",NA,"6"
"416",200444498,"2500","53","50","104.5",NA,"6"
"417",200459119,"4409","16","19",NA,"57.3","10"
"418",200459297,"3375","25","27","102.3","65.4","9"
"419",200459652,"4545","17","20","140.5","68.3","6"
"420",200459658,"4387","16","19",NA,NA,"14"
"421",200459661,"3574","20","23",NA,NA,"6"
"422",200461885,"3203","24","27","99.7",NA,"6"
"423",200462904,"4044","22","25","130.3","54.9","6"
"424",200463471,"3457","36","38","115.9","12.1","6"
"425",200464113,"2972","25","28","116.3","52.7","8"
"426",200465113,"3532","22","26","98.0",NA,"9"
"427",200465902,"3451","29","31","119.0","50.2","6"
"428",200465951,"2800","28","31","110.5",NA,"4"
"429",200466202,NA,"23","26",NA,NA,"10"
"430",200466216,"3171","21","24","124.0","62.7","4"
"431",200466556,"3470","23","27",NA,NA,"9"
"432",200466836,"4760","16","17",NA,NA,NA
"433",200466954,"3902","18","22",NA,"44.6","11"
"434",200467051,"4557","17","20","172.7","80.7","6"
"435",200467352,"4260","19","22",NA,NA,"12"
"436",200467379,"3417","25","28",NA,NA,NA
"437",200467554,"5536","16","18",NA,"121.1","9"
"438",200468096,"3384","24","27","133.0","43.6",NA
"439",200468413,"3431","22","26","118.8",NA,"4"
"440",200468713,"3527","24","28","123.0",NA,"8"
"441",200469776,"3615","44","42","114.8",NA,"6"
"442",200469910,"2888","20","24",NA,"4.6","4"
"443",200470193,"2363","27","30","105.1","14.9","2"
"444",200471222,"2127","36","37","77.3","16.7","6"
"445",200473296,"2920","26","30","114.5","44.8","6"
"446",200474303,"3075","54","52","117.7",NA,"6"
"447",200475382,"2799","29","33","108.7",NA,"4"
"448",200475684,"2269","31","34","97.7","31.2","4"
"449",200475868,"4656","17","19",NA,"116.1","10"
"450",200476713,"4150","17","20","195.8","144.4","2"
"451",200477000,"4215","17","20","122.2",NA,"14"
"452",200477385,"3693","20","24","103.4",NA,"10"
"453",200478071,"2745","25","28","105.2",NA,"6"
"454",200478243,"3682","20","24","96.2",NA,"10"
"455",200478375,"4100","16","18","135.5","70.6","6"
"456",200478731,"4431","24","26",NA,"57.3","14"
"457",200479503,"4310","18","21","94.3",NA,"10"
"458",200481163,"3530","17","20",NA,"11.0",NA
"459",200481648,"3063","25","29","124.7","66.5",NA
"460",200482166,"3428","22","25","100.6","12.4",NA
"461",200482224,"3300","21","25","109.0",NA,"9"
"462",200482815,NA,"18","21","106.0",NA,"8"
"463",200482941,"2315","30","32","99.7",NA,"6"
"464",200482955,"2987","22","25","100.5","29.9","8"
"465",200483023,"3206","21","23","88.5",NA,"8"
"466",200483476,"2605","29","33",NA,"38.0","6"
"467",200484347,"2881","23","25","109.6",NA,"4"
"468",200484877,"3424","23","26","138.7","70.9","7"
"469",200485728,"3786",NA,"98","100.9",NA,"6"
"470",200485956,"3190","25","28","118.1",NA,"6"
"471",200487198,"3322","26","29","106.5",NA,"7"
"472",200487684,"2911","25","28","108.9",NA,"4"
"473",200488824,"2306","29","32","100.4","27.8","6"
"474",200489100,"4491","15","17",NA,NA,"6"
"475",200489499,"5128","17","19",NA,NA,NA
"476",200491111,"3327","23","27","117.6",NA,"6"
"477",200491188,NA,"24","28","120.2",NA,"6"
"478",200492029,"4030","18","19",NA,NA,NA
"479",200492959,"3042","51","50","115.3","39.6","8"
"480",200492974,NA,"30","35",NA,NA,"6"
"481",200493193,"3859",NA,"38","118.9","42.8","6"
"482",200493795,"2363","31","34","85.1","30.2","6"
"483",200495461,"4032","78","76","144.6","73.0","6"
"484",200495858,"3165",NA,"95","115.3",NA,"8"
"485",200496061,"2500","53","50","104.5",NA,"6"
"486",200497017,"2848","30","34","111.0",NA,"6"
"487",200497408,"3585","22","25","139.1","73.4","6"
"488",200497816,"2094","122","107","53.2","7.8","2"
"489",200498132,"2513","29","32","112.3","52.7","4"
"490",200498298,"2930","30","33","104.6",NA,"6"
"491",200498784,"2908","24","27","119.1","51.0","6"
"492",200673502,"3417","21","24","142.1",NA,"6"
"493",200673684,"3130","43","42","100.4",NA,"6"
"494",200673955,"2845","23","26",NA,"34.0","6"
"495",200675652,"2888","25","28","124.4",NA,"4"
"496",200676131,"3025","24","27","118.6",NA,"4"
"497",200689818,"3366","24","27","142.7","74.7","4"
